Christmas Carol: The Movie,5.3,"Animation, Family, Fantasy"
Our RoboCop Remake,6.4,"Animation, Action, Comedy"
The Ugly Duckling and Me!,5.4,"Animation, Adventure, Comedy"
The Donkey King,6.1,"Animation, Comedy, Family"
Dragon Quest: Your Story,6.5,"Animation, Action, Adventure"
The Snow Queen 3: Fire and Ice,6.0,"Animation, Adventure, Comedy"
Snowtime!,6.0,"Animation, Comedy, Drama"
Dinotopia: Quest for the Ruby Sunstone,5.2,"Animation, Adventure, Comedy"
The Empire of Corpses,6.0,"Animation, Sci-Fi, Thriller"
The Fairy Princess & the Unicorn,4.8,"Animation, Adventure, Family"
The Boxcar Children - Surprise Island,5.0,Animation
Savva. Serdtse voina,4.4,"Animation, Adventure, Fantasy"
Babes in Toyland,4.7,"Animation, Comedy, Family"
Doraemon: Nobita and the Legend of the Sun King,7.1,"Animation, Adventure, Comedy"
Doraemon: Nobita and the Castle of the Undersea Devil,6.9,"Animation, Adventure, Comedy"
The Flight Before Christmas,6.1,"Animation, Adventure, Family"
I Married a Strange Person!,6.9,"Animation, Comedy, Drama"
$9.99,6.7,"Animation, Drama, Fantasy"
Monster Zone,5.1,"Animation, Adventure, Family"
Bunyan and Babe,4.8,"Animation, Adventure, Comedy"
Azur & Asmar: The Princes' Quest,7.4,"Animation, Adventure, Family"
The Snow Queen,5.8,"Animation, Fantasy"
The Story of the Fox,7.7,"Animation, Adventure, Comedy"
"The Looney, Looney, Looney Bugs Bunny Movie",7.1,"Animation, Comedy, Crime"
Space Dogs,5.0,"Animation, Adventure, Comedy"
The Rabbi's Cat,7.1,"Animation, Comedy, Fantasy"
Easter Under Wraps,6.4,"Animation, Adventure, Comedy"
Doraemon: Nobita and the Wind Wizard,7.0,"Animation, Adventure, Comedy"
Dragon Ball Z: Cooler's Revenge,7.1,"Animation, Action, Sci-Fi"
Freddy Frogface,5.0,"Animation, Comedy, Family"
Bayonetta: Bloody Fate - Beyonetta buraddi feito,5.7,"Animation, Action, Fantasy"
Looney Tunes: Rabbits Run,5.6,"Animation, Adventure, Comedy"
Boonie Bears: Blast Into the Past,5.4,"Animation, Adventure, Fantasy"
Quantum Quest: A Cassini Space Odyssey,5.1,"Animation, Adventure, Sci-Fi"
Unicorn Boy,7.2,Animation
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",7.2,"Animation, Adventure, Comedy"
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,6.6,"Animation, Action, Adventure"
The Satellite Girl and Milk Cow,5.8,"Animation, Comedy, Family"
Cardcaptor Sakura: The Movie,7.2,"Animation, Adventure, Family"
Gintama: The Movie,7.6,"Animation, Action, Comedy"
Pachamama,6.8,"Animation, Adventure, Family"
Doraemon the Movie: Nobita's Little Star Wars 2021,6.5,"Animation, Action, Adventure"
Dragon Ball Z: Bojack Unbound,7.1,"Animation, Action, Fantasy"
Goodbye Monster,6.0,"Animation, Adventure, Comedy"
Back to the Jurassic,4.7,"Animation, Adventure, Comedy"
Nocturna,7.2,"Animation, Adventure, Family"
Vic the Viking and the Magic Sword,5.1,"Animation, Action, Adventure"
Lemon man vs the Multiverse,9.7,"Animation, Action, Sci-Fi"
The Seventh Brother,6.7,"Animation, Comedy, Drama"
Octonauts & the Great Barrier Reef,6.7,"Animation, Action, Adventure"
Arion,6.4,"Animation, Action, Adventure"
Blood Tea and Red String,7.0,"Animation, Fantasy"
Bamse och vulkanön,5.6,"Animation, Adventure, Family"
One Piece: Baron Omatsuri and the Secret Island,7.2,"Animation, Action, Adventure"
Barefoot Gen 2,7.2,"Animation, Biography, Drama"
Fantastica,5.6,"Animation, Action, Adventure"
The Fixies: Top Secret,5.0,"Animation, Adventure, Comedy"
Panda vs. Aliens,3.5,"Animation, Comedy, Family"
Barbie: The Princess & the Popstar,5.7,"Animation, Family, Musical"
The Missing Lynx,5.2,"Animation, Action, Adventure"
0000: A Shark Odyssey,1.6,"Animation, Comedy, Musical"
Lupin the Third: Fujiko Mine's Lie,6.9,"Animation, Adventure, Crime"
Immigrants (L.A. Dolce Vita),5.7,"Animation, Comedy"
Curious George 3: Back to the Jungle,5.5,"Animation, Adventure, Comedy"
Burn the Witch,6.7,"Animation, Action, Fantasy"
"Run, Tiger, Run!",7.7,"Animation, Action, Adventure"
Napping Princess,6.3,"Animation, Adventure, Drama"
Funan,6.9,"Animation, Drama, History"
Kizumonogatari Part 3: Reiketsu,7.9,"Animation, Action, Drama"
Happy Heroes,7.1,"Animation, Adventure"
Wrinkles,7.6,"Animation, Drama"
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,6.5,"Animation, Action, Adventure"
Samson & Sally,7.0,"Animation, Family, Romance"
Little Sorcerer,4.4,"Animation, Adventure, Family"
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,6.5,"Animation, Adventure, Comedy"
City Hunter: Shinjuku Private Eyes,6.4,"Animation, Action, Comedy"
Ice Princess Lily,5.2,"Animation, Adventure, Comedy"
Ringing Bell,7.1,"Animation, Drama, Family"
The Big Bang,5.5,"Animation, Adventure, Comedy"
Pokémon Ranger and the Temple of the Sea,5.9,"Animation, Action, Adventure"
Two Buddies and a Badger,5.8,Animation
"Mummy, I'm A Zombie",4.5,Animation
Godkiller: Walk Among Us,5.3,"Animation, Family, Fantasy"
The Fantastic Adventures of Unico,7.4,"Animation, Adventure, Family"
Cinderella and the Secret Prince,4.6,"Animation, Adventure, Family"
Hair High,6.7,"Animation, Comedy, Horror"
Dragon Hunters,6.6,"Animation, Action, Adventure"
Monster High: Welcome to Monster High,5.5,"Animation, Fantasy"
Pokémon the Movie: Diancie and the Cocoon of Destruction,5.4,"Animation, Action, Adventure"
Bob the Builder: Mega Machines,4.9,"Animation, Action, Adventure"
Little Foot,3.8,"Animation, Family"
Yuku and the Flower of the Himalayas,7.2,"Animation, Family"
Storybook,4.8,"Animation, Adventure, Family"
Thunderbird 6,6.3,"Animation, Action, Adventure"
Ghost in the Shell: Arise - Border 1: Ghost Pain,7.1,"Animation, Action, Sci-Fi"
Princesse Dragon,7.7,"Animation, Family, Fantasy"
The Care Bears Adventure in Wonderland,5.7,"Animation, Adventure, Comedy"
The Greatest Miracle,4.6,"Animation, Drama"
Daffy Duck's Movie: Fantastic Island,6.9,"Family, Animation, Comedy"
Lói: Þú Flýgur Aldrei Einn,5.3,"Animation, Adventure, Family"
Birds Like Us,4.9,"Animation, Adventure, Fantasy"
Horus: Prince of the Sun,6.6,"Animation, Action, Adventure"
Trinity Seven The Movie 2: Heavens Library & Crimson Lord,6.5,"Animation, Action, Comedy"
Thomas & Friends: The Great Discovery - The Movie,6.6,"Animation, Family"
The Princess and the Pea,6.2,"Animation, Adventure, Family"
Mobile Suit Gundam 0083: The Afterglow of Zeon,7.3,"Animation, Action, Sci-Fi"
Dounia et la princesse d'Alep,7.1,"Animation, Family"
Bigfoot,1.6,"Animation, Family"
Gulliver's Travels,5.5,"Animation, Adventure, Comedy"
Macskafogó 2 - A sátán macskája,5.2,"Animation, Comedy, Fantasy"
Dexter's Laboratory: Ego Trip,7.4,"Animation, Action, Adventure"
Saezuru Tori Wa Habatakanai: The Clouds Gather,6.8,"Animation, Crime, Drama"
The Garden of Sinners: Remaining Sense of Pain,7.3,"Animation, Action, Crime"
Hedgehogs,4.0,Animation
Allahyar and the Legend of Markhor,7.3,"Animation, Adventure, Family"
La leggenda del Titanic,1.4,"Animation, Family, Fantasy"
Go West: A Lucky Luke Adventure,6.3,"Animation, Adventure, Comedy"
The Snow Queen 4: Mirrorlands,5.6,"Animation, Adventure, Comedy"
The Timekeepers of Eternity,7.0,"Animation, Horror, Mystery"
A Dog's Courage,6.1,Animation
Doraemon the Movie: Nobita and the Green Giant Legend,6.5,"Animation, Adventure, Comedy"
Top Cat,4.6,"Animation, Action, Comedy"
Sheep & Wolves,5.8,"Animation, Comedy, Family"
Pokémon: Giratina and the Sky Warrior,6.0,"Animation, Action, Adventure"
Her Blue Sky,6.8,"Animation, Drama, Family"
Fate/stay night [Heaven's Feel] III. spring song,7.9,"Animation, Action, Adventure"
Short Peace,6.8,"Animation, Fantasy, Sci-Fi"
Aladdin and the Magic Lamp,6.7,"Animation, Adventure, Family"
The Strawberry Shortcake Movie: Sky's the Limit,5.9,"Animation, Family"
Detective Conan: The Darkest Nightmare,7.0,"Animation, Action, Adventure"
Sunshine Barry and the Disco Worms,4.7,"Animation, Comedy, Family"
Eflâtun,5.7,"Animation, Drama, Romance"
Team Hot Wheels: The Origin of Awesome!,5.3,"Animation, Adventure, Family"
Free! the Final Stroke,6.8,"Animation, Drama, Sport"
The Trumpet of the Swan,5.0,"Animation, Drama, Family"
BraveStarr: The Legend,6.8,"Animation, Action, Adventure"
Kral Sakir Korsanlar Diyari,4.9,"Animation, Adventure, Comedy"
Miniforce: Saving Dino King,7.4,Animation
One Piece: Chopper's Kingdom in the Strange Animal Island,6.3,"Animation, Action, Adventure"
Sailor Moon SuperS: The Movie: Black Dream Hole,7.4,"Animation, Action, Comedy"
Mr. Bug Goes to Town,6.9,"Animation, Comedy, Family"
Kizumonogatari Part 2: Nekketsu,7.7,"Animation, Action, Drama"
Totally Spies! The Movie,6.3,"Animation, Action, Adventure"
"Boo, Zino & the Snurks",5.1,"Animation, Fantasy"
Jackboots on Whitehall,5.2,"Animation, Comedy, Sci-Fi"
Two by Two: Overboard!,5.8,"Animation, Adventure, Comedy"
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,7.8,"Animation, Drama, Fantasy"
Boku ga Aishita Subete no Kimi e,6.3,"Animation, Fantasy, Romance"
The Little Engine That Could,5.7,"Animation, Family"
Doraemon: Nobita and the Kingdom of Clouds,7.0,"Animation, Adventure, Comedy"
Arcadia of My Youth,7.1,"Animation, Action, Adventure"
Detective Conan: The Fist of Blue Sapphire,6.2,"Animation, Action, Adventure"
VeggieTales: Noah's Ark,6.7,"Animation, Adventure, Family"
The Ugly Duckling,6.4,"Animation, Adventure, Family"
Krishna Aur Kans,6.6,"Animation, Action, Adventure"
The Old Man: The Movie,6.1,"Animation, Comedy"
The Bears' Famous Invasion of Sicily,7.1,"Animation, Adventure, Family"
Jokes My Folks Never Told Me,4.8,"Animation, Comedy"
Genius Party Beyond,7.0,Animation
Motu Patlu Kung Fu Kings Returns,6.3,Animation
Coppelia,5.7,"Animation, Family, Sci-Fi"
Footrot Flats: The Dog's Tale,7.0,"Animation, Comedy"
Doraemon: Nobita's Diary on the Creation of the World,6.8,"Animation, Adventure, Comedy"
Brave Story,6.5,"Animation, Adventure, Mystery"
Snoopy Come Home,7.4,"Animation, Adventure, Comedy"
Eureka: Eureka Seven Hi-Evolution,6.6,Animation
Toys in the Attic,6.4,"Animation, Family, Fantasy"
Octonauts and the Caves of Sac Actun,6.3,"Animation, Adventure, Comedy"
Harmony,6.1,"Animation, Sci-Fi, Thriller"
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,6.6,"Animation, Action, Adventure"
Persona 3 the Movie: #1 Spring of Birth,6.6,"Animation, Action, Adventure"
The Adventures of Buratino,7.2,"Family, Adventure, Animation"
Little Lizard - Fortnite the Movie,7.0,Animation
Puella Magi Madoka Magica the Movie Part 1: Beginnings,7.7,"Animation, Drama, Fantasy"
Detective Conan: The Scarlet Bullet,6.1,"Animation, Action, Crime"
Legend of Kung Fu Rabbit,3.2,"Animation, Action, Adventure"
Beyblade: The Movie - Fierce Battle,5.5,"Animation, Action, Adventure"
Dinosaur Train: Adventure Island,7.1,"Animation, Adventure, Family"
Gold Kingdom and Water Kingdom,7.5,"Animation, Drama, Fantasy"
Zarafa,6.9,"Animation, Adventure, Family"
The Jungle Creature: Hugo,6.1,"Animation, Family, Musical"
Professor Layton and the Eternal Diva,6.6,"Animation, Adventure, Crime"
Doraemon Nobita no Takarajima,6.6,"Animation, Adventure, Comedy"
The Journey to Melonia,7.3,"Animation, Family, Adventure"
Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,7.5,"Animation, Action, Drama"
Moshi Monsters: The Movie,3.2,"Animation, Adventure, Comedy"
Elf Bowling the Movie: The Great North Pole Elf Strike,1.9,"Animation, Comedy, Family"
Return of Hanuman,7.3,"Animation, Action, Adventure"
Code Geass: Lelouch of the Rebellion - Emperor,7.5,"Animation, Action, Sci-Fi"
Hal,6.7,"Animation, Drama, Family"
Psycho-Pass 3: First Inspector,7.4,"Animation, Action, Sci-Fi"
The Little Bear Movie,6.6,"Animation, Adventure, Family"
"Bleach: Fade to Black, I Call Your Name",7.1,"Animation, Action, Drama"
Blue Thermal,6.6,"Animation, Drama, Romance"
Yes ka No ka Hanbun ka,6.8,"Animation, Comedy, Drama"
Kureyon Shinchan: Action Kamen vs Haigure Maô,6.6,"Animation, Action, Adventure"
A Movie of Eggs,6.5,"Animation, Comedy, Family"
The King's Avatar: For the Glory,6.6,"Animation, Action, Drama"
Winx Club: The Secret of the Lost Kingdom,5.4,"Animation, Action, Adventure"
Phantom Boy,6.6,"Animation, Action, Adventure"
Babar: King of the Elephants,5.9,"Family, Animation"
The Academy of Magic,3.3,"Animation, Fantasy"
Shin Chan: The Adult Empire Strikes Back,7.7,"Animation, Action, Adventure"
Code Geass: Akito the Exiled - The Wyvern Arrives,6.6,"Animation, Action, Adventure"
Chhota Bheem Himalayan Adventure,5.8,Animation
Daffy Duck's Quackbusters,7.1,"Animation, Action, Adventure"
Thunder Island,8.1,"Animation, Adventure"
Gurren Lagann the Movie: The Lights in the Sky are Stars,8.0,"Animation, Action, Drama"
Dragon Ball: Mystical Adventure,6.9,"Animation, Action, Adventure"
VeggieTales: Beauty and the Beet,7.1,"Animation, Comedy, Family"
A.C.O.R.N.S.: Operation Crackdown,3.6,"Animation, Comedy, Family"
Racetime,5.5,"Animation, Adventure, Musical"
Pokémon: Arceus and the Jewel of Life,6.3,"Animation, Action, Adventure"
Code Geass: Lelouch of the Rebellion I - Initiation,7.3,"Animation, Action, Sci-Fi"
Lupin the Third: The Gravestone of Daisuke Jigen,7.2,"Animation, Action, Crime"
Os Demónios do Meu Avô,7.5,Animation
The Everlasting Story,5.7,"Animation, Adventure, Family"
Trash,5.3,"Animation, Adventure, Comedy"
Life's a Jungle: Africa's Most Wanted,1.6,"Animation, Family"
Lissi und der wilde Kaiser,5.1,"Animation, Adventure, Comedy"
Animator vs. Animation V,9.1,"Animation, Action, Adventure"
Doraemon: Nobita and the Tin Labyrinth,7.0,"Animation, Action, Adventure"
Mardock Scramble: The First Compression,6.4,"Animation, Action, Drama"
A Fox's Tale,1.2,"Animation, Adventure, Family"
Red Sonja: Queen of Plagues,3.7,"Animation, Action, Adventure"
Donkey Xote,4.6,"Animation, Adventure, Comedy"
North Wind: Broken Time,9.4,Animation
Carobnjakov sesir,8.4,"Animation, Family, Fantasy"
GoBots: Battle of the Rock Lords,5.3,"Animation, Action, Adventure"
Chhota Bheem Aur Mayavi Gorgan,8.5,Animation
Outback,4.7,"Animation, Adventure, Family"
Megillas Lester,8.0,Animation
Space Warriors Baldios,7.1,"Animation, Action, Sci-Fi"
Ella Bella Bingo,4.8,"Animation, Family, Musical"
Elliot the Littlest Reindeer,5.0,"Animation, Family"
War of the Worlds: Goliath,5.4,"Animation, Action, Adventure"
The Evil Within,7.9,"Animation, Horror"
Digimon Adventure tri. Part 6: Future,7.1,"Animation, Action, Adventure"
Octonauts: The Ring of Fire,6.5,Animation
Meitantei Conan: Seiki matsu no majutsushi,7.5,"Animation, Adventure, Crime"
Strange Frame: Love & Sax,7.4,"Animation, Crime, Music"
Gekijô-ban Dôbutsu no Mori,6.5,"Animation, Comedy, Drama"
Lino,5.7,"Animation, Adventure, Comedy"
Kiko in the Deep Sea,7.8,"Animation, Adventure, Family"
Faeries,5.5,"Animation, Adventure, Family"
Doraemon: Nobita Drifts in the Universe,6.5,"Animation, Action, Adventure"
Miss Hokusai,6.7,"Animation, Biography, Drama"
Crayon Shin-chan: Unkokusai no Yabou,6.6,"Animation, Action, Adventure"
The Prodigy,1.8,Animation
Testing Movie1,7.4,"Animation, Adventure, Family"
Rejsen til Saturn,5.7,"Animation, Action, Adventure"
The Legend of Sarila,4.9,"Animation, Adventure, Family"
XxxHOLiC the Movie: A Midsummer Night's Dream,7.1,"Animation, Comedy, Drama"
Dick Figures: The Movie,6.6,"Animation, Action, Adventure"
The Store,6.6,"Animation, Drama"
Eiga Doraemon: Nobita no getsumen tansaki,6.8,"Animation, Action, Adventure"
Genius Party,6.9,"Animation, Adventure, Fantasy"
In the Aftermath,4.6,"Animation, Drama, Fantasy"
Kureyon Shin-chan ankoku tamatama daitsuiseki,6.8,"Animation, Comedy, Action"
Kyôkai no Kanata: mirai-hen,7.3,"Animation, Action, Comedy"
7 Days War,6.1,"Animation, Action, Comedy"
Doraemon: Nobita and the Winged Braves,6.8,"Animation, Action, Adventure"
Detective Conan: Zero the Enforcer,6.2,"Animation, Action, Adventure"
Surviving Life,7.3,"Animation, Comedy, Fantasy"
A Day with SpongeBob SquarePants,7.9,"Animation, Family"
My Little Pony: Equestria Girls - Friendship Games,6.4,"Animation, Family, Fantasy"
Norm of the North: Keys to the Kingdom,3.0,"Animation, Adventure, Comedy"
"Love, Chunibyo & Other Delusions the Movie: Take on Me",7.3,"Animation, Comedy, Drama"
B.C. Rock,6.0,"Animation, Adventure, Comedy"
K-On! The Movie,7.6,"Animation, Adventure, Comedy"
Deep,4.2,"Animation, Adventure, Comedy"
Xico's Journey,5.1,"Animation, Family, Fantasy"
CarGo,3.4,"Animation, Adventure, Family"
Kureyon Shinchan: Hendarando no Daiboken,7.0,"Animation, Adventure, Comedy"
Revolutionary Girl Utena: The Movie,7.2,"Animation, Action, Adventure"
Zoku Owarimonogatari,7.9,"Animation, Fantasy"
Eleanor's Secret,6.7,"Animation, Adventure, Family"
Rio 2096: A Story of Love and Fury,7.1,"Animation, Action, Adventure"
The Magic Pudding,5.8,"Animation, Family, Musical"
Kirikou and the Wild Beasts,6.6,"Animation, Adventure, Family"
Lucky Luke: Ballad of the Daltons,6.9,"Animation, Comedy, Family"
Hell Mountain,3.8,"Animation, Crime, Drama"
Crayon Shinchan Super Dimension the Storm Called My Bride,6.7,"Animation, Comedy"
Doraleous and Associates,9.1,Animation
The Treasure Planet,6.0,"Adventure, Animation, Fantasy"
Mobile Suit Gundam III: Encounters in Space,7.6,"Animation, Action, Drama"
Magic Tree House,6.4,"Animation, Adventure, Family"
Saga of Tanya the Evil - The Movie,7.5,"Animation, Action, Adventure"
Sid the Science Kid: The Movie,4.6,"Animation, Comedy, Family"
Holy Knight,4.7,"Animation, Drama, Fantasy"
Peter Pan: The Quest for the Neverbook,4.3,Animation
Dunderklumpen!,6.9,"Animation, Adventure, Family"
Chuck Steel: Night of the Trampires,6.8,"Animation, Action, Comedy"
Ivan Tsarevich i Seryy Volk 5,4.9,"Animation, Adventure, Family"
PERSONA3 the Movie #3 Falling Down,6.6,"Animation, Action, Adventure"
Puss in Boots,5.6,Animation
Dayo,7.3,"Animation, Adventure, Fantasy"
"Blanche Neige, la suite",4.6,"Animation, Comedy, Fantasy"
The Caillou Gets Grounded Movie,6.0,"Animation, Adventure, Comedy"
Gladiators of Rome,5.2,"Animation, Adventure, Comedy"
The Adventures of Panda Warrior,1.8,"Animation, Action, Adventure"
Barbie in the Pink Shoes,5.5,"Animation, Family"
La Leyenda del Charro Negro,7.0,Animation
El Cid: La leyenda,5.4,"Animation, Adventure, Biography"
Pokémon the Movie: Genesect and the Legend Awakened,5.4,"Animation, Adventure, Family"
Thomas & Friends: The Great Race,5.7,"Animation, Adventure, Comedy"
Lupin III vs. Detective Conan: The Movie,6.4,"Animation, Action, Crime"
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,6.1,"Animation, Action, Drama"
Peppa Pig: Festival of Fun,4.6,"Animation, Family"
Muumi ja punainen pyrstötähti,6.0,"Animation, Adventure, Family"
Lascars,6.9,"Animation, Comedy"
Yamasong: March of the Hollows,5.1,"Animation, Adventure, Fantasy"
The Wizard of Oz,6.6,"Animation, Family, Adventure"
2022 Oscar Nominated Short Films: Animation,6.1,Animation
Welcome to Siegheilkirchen,6.5,"Animation, Comedy, Drama"
The Little Penguin Pororo's Dinosaur Island Adventure,7.5,"Animation, Adventure, Fantasy"
Delta Space Mission,6.9,"Animation, Sci-Fi"
Pets,6.5,"Animation, Comedy, Family"
Pokémon the Movie: White - Victini and Zekrom,5.7,"Animation, Adventure, Drama"
The Scarecrow,6.3,"Animation, Family, Fantasy"
Seven Crystal Balls and the Prisoners of the Sun,6.6,"Adventure, Family, Mystery"
Journey with Tarsilinha,7.8,"Animation, Adventure, Comedy"
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,5.8,"Animation, Comedy"
A Wizard's Tale,4.6,"Animation, Adventure, Comedy"
Sita Sings the Blues,7.6,"Animation, Comedy, Fantasy"
Dholakpur to Kathmandu,7.8,Animation
The House of the Lost on the Cape,6.7,"Animation, Drama, Family"
Kill It and Leave This Town,6.6,"Animation, Drama, Horror"
"Kimba, the White Lion",6.8,"Animation, Adventure, Drama"
Hizli Ayaklar: Olimpiyat Yolunda,7.0,Animation
Musclecar,4.9,"Animation, Comedy, Horror"
1001 Arabian Nights,6.2,"Animation, Family, Fantasy"
Thor: Legend of the Magical Hammer,5.0,"Animation, Adventure, Comedy"
Anne of Green Gables: Road to Green Gables,7.2,"Animation, Drama, Family"
L.O.L. Surprise! Winter Fashion Show,7.2,Animation
Todd and the Book of Pure Evil: The End of the End,7.0,"Animation, Comedy, Horror"
Eiga Odd Taxi: In the Woods,5.9,"Animation, Mystery, Thriller"
The Smurfs: Amazing Adventures,3.2,Animation
The Journey,7.0,"Animation, Action, Fantasy"
Madea's Tough Love,5.1,"Animation, Comedy, Family"
Top Cat Begins,4.3,"Animation, Comedy, Family"
Albert,4.7,"Animation, Action, Adventure"
Asura,6.7,"Animation, Action, Drama"
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,7.8,"Animation, Sport"
Billy & Mandy's Big Boogey Adventure,7.3,"Animation, Adventure, Comedy"
Valley of the Lanterns,4.8,Animation
Tay,5.0,Animation
One Piece: The Giant Mechanical Soldier of Karakuri Castle,6.5,"Animation, Action, Comedy"
Film Noir,6.3,"Animation, Crime, Mystery"
The Snow Queen 2,5.8,"Animation, Adventure, Comedy"
Koshchey. Pokhititel nevest,5.5,"Animation, Adventure, Comedy"
Princess and the Dragon,4.0,"Animation, Family, Fantasy"
Hugo: The Movie Star,5.3,"Animation, Family, Musical"
Over the Sky,5.4,"Animation, Drama, Fantasy"
Penguin's Memory: Shiawase Monogatari,7.0,"Animation, Drama, Romance"
Il nano e la strega,5.8,"Animation, Comedy"
Around the World with Bolek and Lolek,7.4,Animation
Fireman Sam: Set for Action!,4.9,"Animation, Action, Adventure"
Vampires in Havana,6.9,"Animation, Comedy, Horror"
Romeo & Juliet: Sealed with a Kiss,3.6,"Animation, Comedy, Drama"
Mobile Suit Gundam II: Soldiers of Sorrow,7.2,"Animation, Action, Drama"
Thomas & Friends: Sodor's Legend of the Lost Treasure,6.4,"Animation, Adventure, Comedy"
Little Singham: Kaal Ka Badla,7.0,"Animation, Action"
Chhota Bheem Paanch Ajoobe,7.0,Animation
The Legend of Hallowaiian,4.4,"Animation, Adventure, Family"
The Little Polar Bear,5.9,"Animation, Family, Adventure"
Nahuel and the Magic Book,6.5,"Animation, Adventure, Family"
The Tale of Genji,6.6,"Animation, Drama, History"
Kurt Turns Evil,6.3,"Animation, Comedy, Family"
Doraemon: Nobita and the Galaxy Super-express,6.9,"Animation, Action, Adventure"
Under the Sea,7.0,"Animation, Family"
The Fearless Four,5.8,"Animation, Adventure, Comedy"
The Mouse and His Child,6.8,"Animation, Adventure, Drama"
First Squad: The Moment of Truth,5.6,"Animation, Action, Drama"
Rudolf the Black Cat,6.6,"Animation, Adventure, Comedy"
The Daydreamer,6.1,"Animation, Adventure, Drama"
In Search of the Titanic,1.3,"Animation, Adventure, Family"
Pinocchio,6.8,"Animation, Family, Fantasy"
Doraemon: Nobita and the Knights on Dinosaurs,6.8,"Animation, Adventure, Family"
Zoo Wars,2.3,"Animation, Comedy, Sci-Fi"
Troy: The Resurrection of Aeneas,1.1,"Animation, Action, Adventure"
My Little Pony: Equestria Girls - Legend of Everfree,6.4,"Animation, Comedy, Family"
Fairy Tail: Priestess of the Phoenix,7.0,"Animation, Action, Adventure"
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,7.0,"Animation, Adventure, Comedy"
Space Battleship Yamato,7.2,"Animation, Action, Adventure"
Sea Level,4.3,"Animation, Adventure, Comedy"
Meitantei Conan: Karakurenai no raburetâ,6.5,"Animation, Action, Adventure"
Rabbit School: Guardians of the Golden Egg,5.6,"Animation, Adventure, Comedy"
The Moment You Fall in Love,5.9,"Animation, Comedy, Drama"
Mobile Suit Gundam F91,6.5,"Animation, Action, Drama"
The Greening of Whitney Brown,5.2,"Animation, Adventure, Family"
Gekijouban Isekai Quartet: Another World,7.2,"Animation, Comedy, Fantasy"
Toys & Pets,5.6,"Animation, Adventure"
The Sorcerer's Apprentice,7.6,"Animation, Family, Fantasy"
The Wind Guardians,7.1,"Animation, Action, Adventure"
Doraemon: Nobita to robotto kingudamu,6.6,"Animation, Adventure, Family"
The Haunted House: The Secret of the Cave,8.1,"Animation, Adventure, Comedy"
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,6.5,"Animation, Comedy, Music"
Urusei Yatsura 5: The Final Chapter,7.0,"Animation, Comedy, Sci-Fi"
Worms,4.8,"Animation, Adventure, Family"
Princess,6.8,"Animation, Action, Drama"
The Princess and the Pilot,7.0,"Animation, Action, Adventure"
Pound Puppies and the Legend of Big Paw,4.7,"Animation, Adventure, Comedy"
A Piece of Cake,6.0,"Animation, Comedy, Family"
Hui Buh: Das Schlossgespenst,4.8,"Animation, Adventure, Comedy"
Urusei Yatsura: Only You,6.7,"Animation, Comedy, Fantasy"
"Sayônara, ginga tetsudô Surî-Nain: Andromeda shûchakueki",7.1,"Animation, Action, Drama"
Perlimps,7.4,Animation
The Little Penguin Pororo's Racing Adventure,5.2,"Animation, Family, Sport"
You Animal!,6.4,"Animation, Comedy, Romance"
Saekano: How to Raise a Boring Girlfriend Fine,7.5,"Animation, Comedy, Romance"
Daisy Town,6.9,"Animation, Adventure, Comedy"
The Girl Without Hands,6.9,"Animation, Drama, Fantasy"
Alakazam the Great,5.9,"Animation, Adventure, Family"
Doraemon: Nobita and the Spiral City,6.5,"Animation, Adventure, Comedy"
Kaptein Sabeltann,5.5,"Animation, Family"
Christmas Thieves,4.0,"Animation, Comedy, Family"
Ensemble Stars!! Road to Show!!,7.2,Animation
Doraemon: Nobita and the Birth of Japan,6.8,"Animation, Adventure, Family"
Harmagedon: Genma taisen,5.4,"Animation, Adventure, Fantasy"
True North,6.9,"Animation, Drama"
Doraemon: Great Adventure in the Antarctic Kachi Kochi,6.6,"Animation, Adventure, Comedy"
Alice in Wonderland,6.3,"Animation, Adventure, Family"
Haikyuu!! The Movie 1: The End and the Beginning,6.7,"Animation, Comedy, Drama"
Wings,3.0,"Animation, Adventure, Comedy"
Americano,4.0,"Animation, Action, Adventure"
The Abrafaxe: Under the Black Flag,5.7,"Animation, Adventure, Comedy"
Happy Tree Friends,7.5,"Animation, Comedy"
Lensman,6.4,"Animation, Adventure, Sci-Fi"
Robotech: The Movie,6.2,"Animation, Action, Music"
Madeline: Lost in Paris,6.1,"Animation, Adventure, Comedy"
Saint Seiya: Legend of Sanctuary,5.4,"Animation, Action, Fantasy"
My Friend Bernard,4.0,"Animation, Adventure, Comedy"
The Clockwork Girl,5.2,"Animation, Adventure, Fantasy"
